rhow_B1,rhown_B1,Water.courses,iop_apig,conc_chl,rhow_B2,rhown_B2,iop_bwit,Broad.leaved.forest,NPP
0.0019971653819084167,0.0019178168946190886,0.023573052999999997,0.028402519853491525,0.5302678158408717,0.0027829265516055267,0.0024971081630179755,189.91805869654598,0.003310598,348.94499019999995
0.0158522284598268,0.015833291612612488,0.01458542,0.030974913461095026,0.5958005917052983,0.020257398102021543,0.020410433909490745,0.12236220350822492,0.029492774,363.569436
0.004724632534715865,0.004726310571034749,0.0,0.10041088528103298,1.9922440846761067,0.004565524558226268,0.004345128105746375,49.30569118923611,0.0029685420000000002,379.933098
0.004988177858217798,0.004918558027607825,0.00114431,0.06498528811265322,1.254252629649358,0.006162145723798861,0.0057543042532924036,32.77958951494108,0.02619199,356.5389742
0.018406316590594992,0.01834418565392173,0.025069341000000002,0.01514185323731544,0.2719053338902312,0.017991885714231097,0.01819770949260804,0.015670602759726916,0.0022402389999999998,356.5389742
0.002972947899252177,0.0027361176908016205,0.0,0.3553508222103119,7.457294464111327,0.00405378732830286,0.0035952155012637377,191.33929443359366,0.305491991,317.999743
0.01209830060573382,0.01206044788086727,0.0,0.3932090058362597,8.047579203325963,0.0236669826013593,0.024129253873953687,4.710964533334473,0.32638888899999996,436.4316836
0.018237038610918327,0.018168826183180928,0.004441619,0.06813604793164987,1.3487324491492458,0.02067903250101053,0.020906041816022087,0.2346475100862576,0.23916931600000002,412.96604360000003
0.016647566131419097,0.016632416121407926,0.008108949,0.04099135987880302,0.7842902243161916,0.02105309859965113,0.021268422180433472,0.0652541218326791,0.29774282399999996,387.7006213
0.9913173657343004,0.08822559059519078,0.0,0.020915700066449727,0.3765106055619038,0.999078475879372,0.12498533797756856,0.8384724482064785,0.24882693,450.3709942
0.017963614660118424,0.017954873736469822,0.0,0.04379276061360513,0.8149004775741382,0.02461097561314802,0.02481993961816804,0.03102500718924909,0.074693423,370.6783334
0.00786539044665161,0.00783912093473249,0.0,0.2780239953051845,5.783710367323049,0.008676210601478856,0.008747924493712455,0.19196017219881747,0.39956994700000004,351.51665560000015
0.007075337029783273,0.007049071841547868,0.0,0.06915289302864595,1.3608666361300148,0.01018208181626032,0.010268459938211613,0.372507681256841,0.016494361000000003,382.6775491
0.00956630260196327,0.009528130728487629,0.0,0.05220627409186755,1.0034957112734142,0.012144371044623929,0.012230879739106623,0.14997019523489605,0.18711631,376.85657599999996
0.014254480426577563,0.014175252945812252,0.000491844,0.030303551606882542,0.5579257566682062,0.02064283441557124,0.0208248528024147,0.11487354132988856,0.081866621,229.8081772
0.014281746178819887,0.014225152628311259,0.0,0.02071766243622246,0.3759218640553362,0.01914704099821304,0.01929846601831142,0.0954155663963003,0.095882685,245.9060961
0.015244243597256131,0.015205556536565775,0.0,0.026593043484234486,0.4948452132060491,0.01994594702939027,0.0200542073927616,0.1143122841713106,0.11518987300000001,242.2451569
0.011498582037688651,0.011417504060375243,0.0009393889999999999,0.06433227954053776,1.2679750276862058,0.0156716362165351,0.015846599053437598,0.3234007795598537,0.06432494799999999,244.98225150000002
0.018801753839204814,0.01877353384406092,0.0,0.0125797530493538,0.2305997685739196,0.01800394579931213,0.018134002351656527,0.03788188458532421,0.022774327,244.208386
0.005547545866973134,0.005538272510978973,0.0009726639999999999,0.1630628701156151,3.267244223395249,0.007483432637369434,0.007489044978189894,0.5085557787834272,0.071982568,233.42915860000002
0.011779251914908407,0.011734737632295609,0.006655693000000001,0.028673798025207663,0.5503025024006045,0.012478530198341746,0.01258420870402777,0.10684380935920912,0.080798683,259.1213814
0.025850883077575555,0.02630087247999201,0.0,0.5810781958706925,11.949192097414064,0.04264658164738866,0.042910773422627904,1.422839128888992,0.49915179,441.60231009999995
0.017778443127143675,0.01816403381223601,0.0,0.0038463381247791813,0.07151843280327029,0.009271423991133529,0.00897190338227807,0.03254151150463073,0.0,188.5386015
0.007055263893277037,0.007036181057200712,0.0,0.03565682305230035,0.6650769601460376,0.008923753191665664,0.008970853661288735,0.032561112518737965,0.20766042199999998,429.93326490000004
0.008701809129310473,0.008768901392132366,0.0,0.058855885735342166,1.1417480990851847,0.008909680354166049,0.008890588829944234,0.05743922038359867,0.750346741,455.74632239999994
0.011404114365704364,0.011467732834594941,0.0,0.02325937628817148,0.4459826092049374,0.013420231501217442,0.0134607856497857,0.15642280300353584,0.070422535,240.4501914
0.02001186143642921,0.019965808067702,0.0,0.015392749865627359,0.2844156671382113,0.018174217620260967,0.018342582103209645,0.060600778834372114,0.010381679,322.34418999999997
0.002707942834366923,0.0027022397388582644,0.0,0.041889115520145584,0.7907587963601818,0.003196527128634245,0.002987308994583461,98.10481063179348,0.031146992999999998,364.85093789999996
0.02487913952779016,0.024951204272928483,0.0,0.03391104197124953,0.679028208507884,0.013025040034946058,0.012894571671180185,0.2234240427898626,0.089276454,218.6102866
0.014819567031153669,0.014768978813186987,0.0,0.0077476111413998594,0.13875208046696438,0.012920331455920414,0.01302392070049358,0.0292280021161791,0.181818182,245.9972895
0.014533150464968576,0.014582654288538116,0.0,0.010279998444674308,0.1842556143165531,0.009674378206257831,0.009598239023882644,0.014347517400755919,0.028892456,20.34691072
0.010892894414495124,0.010923531652931959,0.0,0.09243806113548618,1.8482827494066865,0.0079024310222541,0.007873241253729707,0.07720502633097871,0.028780077999999997,61.89647726
0.018415397840098803,0.01835879186739529,0.00018872099999999998,0.0053667347498648574,0.10233446870156734,0.01338204192276085,0.013449504964054377,0.013301035008803808,0.070204263,44.14435419
0.027514450308030517,0.02743153508672813,0.0,0.0015089010436577694,0.02926995832689903,0.017327872522243857,0.017528327806109637,0.03331691948379309,0.00174787,215.9601582
0.012643967421932823,0.01264650765759775,0.0,0.013834046112109198,0.24574705474443465,0.008401163996446923,0.00827310710256286,0.02631969621311258,0.065670554,220.7270175
0.017622614251963358,0.01770888524427954,0.0,0.013672636606641505,0.2663072167651921,0.011893026543758385,0.011829678959343122,0.02112121620111582,0.003353808,187.44529719999997
0.0293270206451416,0.029278440475463862,0.0,0.003921695947647096,0.07149617767333985,0.015594650268554687,0.015480377197265626,0.01523563098907471,0.01682243,170.9631406
0.02096247404330533,0.02088319890361989,0.0,0.00218133504092715,0.03759831306692176,0.01606639095681681,0.016225011133934413,0.004137886694749554,0.007626712,205.6809349
0.03710565567016602,0.03699963490168254,8.14e-05,6.792042404413223e-05,0.0009739729265371957,0.01468389928340912,0.014559497435887657,0.0017481478552023569,0.00829654,210.3887681
0.007999215635198734,0.008061954683553934,0.0,0.24700267580147714,5.010815626192336,0.006557058102408065,0.0065674721933679965,1.0988952152110325,0.00420157,195.14141899999998
0.022171861572412858,0.022449955371501514,0.0,0.024441088744213458,0.4887719346422684,0.011915012078322162,0.011745152259639685,0.04561454555211905,0.003953722,16.175432699999998
0.012712924729464538,0.012673394554659151,0.0,0.010944151350806902,0.19482569997434868,0.009376274470116677,0.009400525888374471,0.010333679983396349,0.007091503000000002,195.1762186
0.011778440022439529,0.011812003318052487,0.0,0.01988239497418235,0.3657005393693857,0.007599313715053098,0.00754216759852457,0.025321574797729042,0.005440229,170.9631406
0.0054360558462137705,0.005495160102356924,0.0018274539999999998,0.3529877735231529,7.320287284205352,0.0033751636436853585,0.003325506230448916,0.5342737224536394,0.004759881,169.06254750000005
0.02602780915101093,0.026235180384415132,0.0016181770000000002,0.002585783100757116,0.050379096749175636,0.013779412123611593,0.013680361873861072,0.00788301435455354,0.00210229,164.56558180000005
0.01686176520532619,0.016876913518434008,0.01375,0.010928504261330955,0.20299916976009327,0.010626072590446777,0.010629763236322613,0.06934796627174347,0.0,173.5672136
0.024691290065063563,0.024602513486002533,0.0,0.003781868131019481,0.0674872632849042,0.01643009236116837,0.016578498633538656,0.015018762344649496,0.0,121.7637253
0.012451891464719993,0.012462858867952358,0.0,0.015893887220370606,0.29296996727952634,0.008393431596447898,0.008345026507783286,0.019062243927499643,0.0,114.78742220000001
0.02779273192087809,0.02769996523857117,0.013397923,0.0043981199463208505,0.07734275658925374,0.016190924247105918,0.016262869040171306,0.013364795843760172,0.020904251000000002,101.22486579999999
0.02511349558625397,0.02515016956028601,0.0,0.013546071165575923,0.24378528497240065,0.02157573897980336,0.021703614522534862,0.026970506081661662,0.023433332999999997,179.6265574
0.017157095929850704,0.013994420352189438,0.0,0.04903272442195727,0.9301192242166272,0.020063172216000763,0.01607968755390333,7.69410108483356,0.002371542,412.6747525
0.009704812071044844,0.009546228954559512,0.0,0.11893249256341527,2.3726620018808338,0.011771969139902088,0.011471355770959476,1.5357094363533956,0.44273858899999996,424.5316239
